电影名称,上映时间,票房（万元）,平均票价,观影人数
无敌破坏王2：大闹互联网,2018-11-23 上映,27118,35.49529,10
星球大战：最后的绝地武士,2018-01-05 上映,26795,37.0156,14
地球最后的夜晚,2018-12-31 上映,26580,37.86218,57
胖子行动队,2018-09-30 上映,26107,34.32621,12
芳华,2017-12-15 上映,23505,34.36101,15
南极之恋,2018-02-01 上映,23449,32.431244,11
精灵旅社3：疯狂假期,2018-08-17 上映,22362,33.774925,13
寂静之地,2018-05-18 上映,22089,31.281137,10
铁血战士,2018-10-26 上映,21687,35.143795,6
起跑线,2018-04-04 上映,21039,30.526323,10
哆啦A梦：大雄的金银岛,2018-06-01 上映,20925,29.765457,10
猛虫过江,2018-06-15 上映,20365,31.756645,11
奇迹男孩,2018-01-19 上映,19151,30.257133,13
憨豆特工3,2018-11-23 上映,17231,30.432306,9
公牛历险记,2018-01-19 上映,17202,32.14418,12
祖宗十九代,2018-02-16 上映,16985,34.915905,21
比得兔,2018-03-02 上映,16840,30.049826,15
龙猫,2018-12-14 上映,15955,30.67488,11
新大头儿子和小头爸爸3：俄罗斯奇遇记,2018-07-06 上映,15823,33.96094,10
欧洲攻略,2018-08-17 上映,15322,34.459267,14
嗝嗝老师,2018-10-12 上映,14940,30.396479,8
大师兄,2018-08-24 上映,14630,32.85148,11
新乌龙院之笑闹江湖,2018-08-17 上映,13098,31.552147,15
名侦探柯南：零的执行人,2018-11-09 上映,12737,30.52836,9
天气预爆,2018-12-21 上映,12296,35.783558,8
二代妖精之今生有幸,2017-12-29 上映,12259,35.18619,12
云南虫谷,2018-12-29 上映,12156,37.78007,15
叶问外传：张天志,2018-12-21 上映,11570,34.301918,10
阿尔法：狼伴归途,2018-09-07 上映,11457,34.049397,7
风语咒,2018-08-03 上映,11285,35.093338,11
胡桃夹子和四个王国,2018-11-02 上映,11257,34.5779,6
妖铃铃,2017-12-29 上映,11154,34.653908,10
21克拉,2018-04-20 上映,11013,30.622303,7
游侠索罗：星球大战外传,2018-05-25 上映,10631,35.94337,5
水形物语,2018-03-16 上映,10543,31.346304,9
神秘世界历险记4,2018-08-03 上映,10477,31.168499,12
马戏之王,2018-02-01 上映,10125,33.293613,8
幸福马上来,2018-06-08 上映,10114,32.60426,9
小偷家族,2018-08-03 上映,9675,33.564957,13
浴血广昌,2018-08-01 上映,9641,44.19317,65
飓风奇劫,2018-11-02 上映,9513,30.490309,7
厕所英雄,2018-06-08 上映,9461,30.691261,7
金蝉脱壳2：冥府,2018-06-29 上映,9132,30.032038,7
昨日青空,2018-10-26 上映,8383,31.824808,6
你好，之华,2018-11-09 上映,8020,36.19342,6
武林怪兽,2018-12-21 上映,7911,32.58356,7
阿凡提之奇缘历险,2018-10-01 上映,7693,34.391876,12
巴霍巴利王2：终结,2018-05-04 上映,7684,31.19968,7
雪怪大冒险,2018-10-19 上映,7509,32.97603,8
冰雪女王3：火与冰,2018-04-05 上映,7423,31.331898,9
潜艇总动员：海底两万里,2018-06-01 上映,7269,30.63786,9
泄密者,2018-06-15 上映,7082,32.461643,8
解忧杂货店,2017-12-29 上映,7079,33.076878,10
江湖儿女,2018-09-21 上映,6995,33.936447,6
龙虾刑警,2018-06-22 上映,6879,32.172802,6
印度合伙人,2018-12-14 上映,6698,30.71346,8
湮灭,2018-04-13 上映,6608,31.755823,6
三块广告牌,2018-03-02 上映,6499,36.950542,19
神奇马戏团之动物饼干,2018-07-21 上映,6488,35.236668,9
闺蜜2,2018-03-02 上映,6435,31.610119,9
英雄本色2018,2018-01-18 上映,6307,32.328342,9
我的间谍前男友,2018-10-19 上映,6175,31.116886,5
妖猫传,2017-12-22 上映,6142,36.602608,14
忌日快乐,2018-02-02 上映,6126,30.548687,10
新灰姑娘,2018-10-01 上映,6014,31.414587,13
寻梦环游记,2017-11-24 上映,5935,32.92052,15
暴裂无声,2018-04-04 上映,5425,32.540737,6
完美陌生人,2018-05-25 上映,5352,32.626266,6
流浪猫鲍勃,2018-11-02 上映,5298,32.418728,6
深海越狱,2018-06-08 上映,5138,30.063799,4
遇见你真好,2018-03-29 上映,5101,32.171463,7
狗十三,2018-12-07 上映,5091,33.066147,6
阿修罗,2018-07-13 上映,4984,36.4226,13
谜巢,2018-01-19 上映,4950,32.204918,7
镰仓物语,2018-09-14 上映,4851,31.944204,6
爸，我一定行的,2018-08-24 上映,4707,32.73597,20
小马宝莉大电影,2018-02-02 上映,4681,29.946032,8
通勤营救,2018-03-30 上映,4541,30.900473,6
断片之险途夺宝,2018-12-29 上映,4430,35.00094,9
犬之岛,2018-04-20 上映,4353,32.58127,6
印度暴徒,2018-12-28 上映,4064,30.633083,13
卧底巨星,2018-01-12 上映,3928,30.576721,7
战神纪,2018-04-28 上映,3808,35.245804,5
大闹西游,2018-09-22 上映,3786,33.441425,8
妈妈咪鸭,2018-03-09 上映,3723,31.892225,9
我是你妈,2018-05-11 上映,3682,31.770168,6
苏丹,2018-08-31 上映,3614,30.323435,6
脱单告急,2018-04-20 上映,3502,32.191994,4
低压槽：欲望之城,2018-04-28 上映,3491,36.55909,5
冰封侠：时空行者,2018-11-02 上映,3449,31.944714,4
的士速递5,2018-08-03 上映,3121,30.415392,7
老爸102岁,2018-11-30 上映,3023,28.905613,4
奇葩朵朵,2018-04-04 上映,3021,31.974672,5
网络谜踪,2018-12-14 上映,3016,33.47407,7
浪矢解忧杂货店,2018-02-02 上映,2876,30.519186,6
恐龙王,2018-11-10 上映,2857,30.586105,9
传奇的诞生,2018-09-07 上映,2828,30.540749,5
金龟子,2018-02-02 上映,2782,31.608212,7
绿毛怪格林奇,2018-12-14 上映,2588,33.92607,6
第七个小矮人,2018-06-16 上映,2549,29.160135,9
宝贝儿,2018-10-19 上映,2472,34.966286,2
坏爸爸,2018-02-02 上映,2448,28.977139,26
虎胆追凶,2018-09-21 上映,2242,30.699007,4
猫与桃花源,2018-04-05 上映,2181,33.041424,8
青年马克思,2018-05-05 上映,2079,32.912643,11
魔镜奇缘2,2018-06-01 上映,2063,29.588999,7
玛丽与魔女之花,2018-04-28 上映,2062,29.8926,6
藏北秘岭-重返无人区,2018-08-31 上映,2058,31.877056,11
阿飞正传,2018-06-25 上映,1974,33.49341,9
整形师·脸,2016-05-20 上映,1959,40.05735,109
泡芙小姐,2018-02-09 上映,1934,29.51259,3
妄想症,2016-05-06 上映,1932,39.769684,104
我未成年,2014-10-14 上映,1915,41.630928,114
滴答屋,2018-11-01 上映,1905,32.314354,3
恋爱回旋,2018-03-09 上映,1854,32.52382,9
功夫联盟,2018-10-26 上映,1798,32.623352,3
中国蓝盔,2018-11-23 上映,1791,29.543663,4
我说的都是真的,2018-03-30 上映,1784,30.624763,5
深海历险记,2018-08-24 上映,1760,29.30806,7
老海的新生活,2014-12-31 上映,1732,42.03226,120
花滑女王,2018-03-30 上映,1717,32.81213,5
邹碧华,2017-11-20 上映,1716,47.8151,51
太空救援,2018-01-12 上映,1686,32.25979,6
完美有多美,2017-02-17 上映,1661,39.753212,123
圣诞大赢家,2015-12-12 上映,1651,37.63115,97
疯狂丑小鸭,2016-10-03 上映,1636,40.09627,21
大坏狐狸的故事,2018-03-16 上映,1609,29.779377,6
阿里巴巴2所罗门封印,2016-04-30 上映,1582,41.34663,110
心灵的阳光,2010-11-01 上映,1562,29.714523,55
汪星卧底,2018-07-20 上映,1499,29.734726,6
太空熊猫英雄归来,2016-04-02 上映,1462,41.054214,99
昼颜,2018-05-18 上映,1434,32.227116,5
超能泰坦,2018-10-12 上映,1428,30.083654,3
亡命救赎,2018-11-30 上映,1422,29.416018,3
古剑奇谭之流月昭明,2018-10-01 上映,1412,34.84225,6
泡菜,2014-08-25 上映,1360,43.11731,116
机器之血,2017-12-22 上映,1359,35.443787,10
守信少年,2015-07-03 上映,1327,41.776917,110
中国合伙人2,2018-12-18 上映,1311,34.689854,4
为你写诗,2018-10-26 上映,1278,32.426224,3
盛世秧歌,2007-11-19 上映,1266,30.106327,25
李保国,2018-07-25 上映,1254,28.60618,20
道高一丈,2018-09-06 上映,1207,31.759724,3
信仰者,2018-08-24 上映,1158,30.494692,13
摘金奇缘,2018-11-30 上映,1149,34.025753,3
生存家族,2018-06-22 上映,1141,32.24244,5
金钱世界,2018-03-02 上映,1116,34.008923,8
惊涛飓浪,2018-12-07 上映,1113,29.454489,2
狗狗的疯狂假期,2018-02-02 上映,1060,30.540981,6
淘气大侦探,2018-07-20 上映,1041,31.61281,4
天慕,2018-09-21 上映,1033,32.559433,52
心理罪之城市之光,2017-12-22 上映,1024,36.57696,10
说走就走之不说再见,2018-09-14 上映,987,29.797922,4
萌犬好声音,2018-03-24 上映,980,29.074314,4
24小时：末路重生,2018-01-26 上映,977,27.433567,4
解码游戏,2018-08-03 上映,969,32.773605,4
天渠,2018-11-30 上映,929,36.48428,36
小悟空,2018-07-14 上映,881,30.295975,5
闪闪的红星,2007-10-01 上映,875,39.963417,104
虎皮萌企鹅,2018-03-16 上映,868,33.11786,5
我的宠物恐龙,2018-05-31 上映,864,29.167559,5
人怕出名猪怕壮,2018-02-20 上映,838,35.633915,31
最后一公里,2018-11-16 上映,823,25.13827,42
又是一年三月三,2018-12-20 上映,806,43.35032,40
帕丁顿熊2,2017-12-08 上映,805,31.828579,16
脱皮爸爸,2018-03-23 上映,803,29.435347,4
我和神马查干,2012-12-05 上映,747,29.581005,40
未择之路,2018-09-14 上映,745,32.629017,2
春天的马拉松,2018-12-14 上映,694,32.26572,19
玛雅蜜蜂历险记,2018-10-12 上映,690,30.965563,4
黑子的篮球·终极一战,2018-08-24 上映,679,29.117153,5
香港大营救,2018-05-04 上映,678,27.251293,8
战犬瑞克斯,2018-05-11 上映,671,29.937794,3
大寒,2018-08-14 上映,670,42.676926,40
李宗伟：败者为王,2018-09-07 上映,662,29.503124,4
小公主艾薇拉与神秘王国,2018-05-12 上映,662,26.718298,4
爱在记忆消逝前,2018-02-23 上映,656,34.334614,9
古镇画情,2009-12-05 上映,632,30.15731,31
最后一球,2018-06-29 上映,609,31.024158,5
麦兵兵之夺宝联“萌”,2018-01-27 上映,606,26.369606,4
出山记,2018-04-20 上映,589,34.481243,41
远去的牧歌,2018-09-11 上映,575,30.586226,23
小猫巴克里,2017-12-30 上映,573,29.507769,8
诡梦凶铃,2016-09-23 上映,571,38.707603,102
迷镇凶案,2018-01-12 上映,567,29.107943,5
敦煌不了情,2018-12-07 上映,559,28.604988,20
文朝荣,2018-07-28 上映,549,36.651188,38
赛尔号大电影6：圣者无敌,2017-08-18 上映,542,29.233274,4
帝企鹅日记2：召唤,2018-10-12 上映,540,32.029556,4
克隆人,2018-11-23 上映,532,29.789322,3
您一定不要错过,2018-07-06 上映,528,30.070435,9
美食大冒险之英雄烩,2018-08-17 上映,503,31.858116,7
毕业那年,2012-09-21 上映,502,30.582436,30
那些女人,2018-09-03 上映,495,45.306778,5
吃货宇宙,2018-06-16 上映,486,30.40868,3
咕噜咕噜美人鱼2,2017-12-30 上映,480,25.901848,7
生活万岁,2018-11-27 上映,478,36.354183,10
李学生,2018-08-28 上映,477,27.784945,28
毕业作品,2018-04-13 上映,457,27.26644,3
第三度嫌疑人,2018-03-30 上映,452,36.254787,6
念念手纪,2018-09-14 上映,447,29.487421,2
给19岁的我自己,2018-05-29 上映,439,30.1529,3
妈妈咪呀2,2018-08-03 上映,415,39.056736,6
黑暗迷宫,2018-10-31 上映,412,32.23023,2
西北风云,2018-04-13 上映,403,30.23001,2
寻找罗麦,2018-04-13 上映,402,30.07614,2
暗夜良人,2018-06-06 上映,399,41.290245,6
阿里巴巴三根金发,2018-12-30 上映,398,31.292852,6
龙在哪里？,2015-10-23 上映,384,29.013187,4
嘻哈英熊,2018-10-04 上映,381,27.729992,7
S4侠降魔记,2018-01-26 上映,364,31.741842,4
你美丽了我的人生,2018-11-02 上映,363,27.80545,6
无敌原始人,2018-10-19 上映,360,28.15024,3
湄公河行动,2016-09-30 上映,359,43.938255,41
午夜幽灵,2018-10-12 上映,337,27.869564,3
冷恋时代,2018-09-21 上映,335,31.535278,4
警车联盟,2018-12-30 上映,334,30.108524,9
龟兔大作战,2018-12-30 上映,329,35.89612,9
爱的帕斯卡,2018-03-30 上映,326,34.99371,46
二十岁,2018-11-30 上映,320,27.780048,3
跨越8年的新娘,2018-10-19 上映,312,31.462664,2
尖叫直播,2018-04-29 上映,311,27.69898,23
记忆折叠,2018-11-16 上映,309,49.462612,22
两只小猪之勇闯神秘岛,2018-12-30 上映,300,31.069334,8
午夜整容室,2018-12-14 上映,293,26.995213,5
我们的青春岁月,2018-05-04 上映,283,31.045952,50
肆式青春,2018-08-04 上映,283,32.666298,5
爱猫之城,2018-09-22 上映,282,32.690758,4
灵魂契约,2018-10-26 上映,274,27.74122,4
超时空大冒险,2018-12-01 上映,270,26.975157,6
大世界,2018-01-12 上映,262,33.38937,3
神探狗笨吉,2018-12-28 上映,259,28.706566,3
路过未来,2018-05-17 上映,254,36.123055,3
恐怖浴室,2018-06-08 上映,254,27.715847,3
暹罗决：九神战甲,2018-06-29 上映,254,29.458784,2
阿拉姜色,2018-10-26 上映,244,31.753937,4
青蛙总动员,2016-04-30 上映,241,30.525959,5
至爱梵高·星空之谜,2017-12-08 上映,241,34.20804,11
照相师,2018-12-12 上映,240,33.943935,2
男生宿舍,2018-08-31 上映,239,27.791996,4
莫斯科陷落,2018-02-02 上映,238,32.10019,2
午夜十二点,2018-04-28 上映,236,27.566189,4
三只小猪2,2017-05-27 上映,234,26.71706,4
美丽童年,2018-07-13 上映,232,32.80592,21
我的冤家是条狗,2018-11-09 上映,232,30.269014,2
瞳灵公馆,2018-11-02 上映,231,27.940212,4
黑暗深处之惊魂夜,2018-10-19 上映,228,28.384943,3
米花之味,2018-04-20 上映,227,33.879692,7
恐怖快递,2018-11-23 上映,227,27.017605,3
