电影名称,上映时间,票房（万元）,平均票价,观影人数
航海王：狂热行动,2019-10-18 上映,20494,30.690237,10
南方车站的聚会,2019-12-06 上映,20251,35.25111,8
玩具总动员4,2019-06-21 上映,20073,35.785934,9
利刃出鞘,2019-11-29 上映,19912,33.6072,10
一条狗的使命2,2019-05-17 上映,19680,30.99543,6
沉默的证人,2019-08-16 上映,18121,33.21276,11
一吻定情,2019-02-14 上映,17388,38.28306,15
宠爱,2019-12-31 上映,17349,34.95939,31
天·火,2019-12-12 上映,16353,35.71936,11
海王,2018-12-07 上映,16089,35.571423,9
爱宠大机密2,2019-07-05 上映,15423,33.658894,9
神探蒲松龄,2019-02-05 上映,15378,42.04866,16
只有芸知道,2019-12-20 上映,15136,35.189484,9
小飞象,2019-03-29 上映,14771,35.35573,8
海上钢琴师,2019-11-15 上映,14375,32.88359,8
半个喜剧,2019-12-20 上映,14270,35.00148,10
我为你牺牲,2019-12-05 上映,14197,59.1053,32
愤怒的小鸟2,2019-08-16 上映,14049,32.56678,10
下一任：前任,2019-05-01 上映,13277,34.327072,10
哆啦A梦：大雄的月球探险记,2019-06-01 上映,13141,30.198393,10
雪人奇缘,2019-10-01 上映,12976,37.792194,14
星球大战：天行者崛起,2019-12-20 上映,12647,39.448112,8
小猪佩奇过大年,2019-02-05 上映,12499,42.357533,18
上海堡垒,2019-08-09 上映,12383,37.316036,10
决胜时刻,2019-09-20 上映,12383,39.259388,9
廉政风云,2019-02-05 上映,12159,43.3792,15
夏目友人帐,2019-03-07 上映,11526,30.32168,9
一个母亲的复仇,2019-05-10 上映,11294,30.833002,7
小Q,2019-09-20 上映,11191,33.866947,5
海市蜃楼,2019-03-28 上映,11088,32.40891,9
鼠胆英雄,2019-08-02 上映,10163,35.407845,13
波西米亚狂想曲,2019-03-22 上映,9907,39.53877,12
催眠·裁决,2019-10-25 上映,9778,36.242924,7
绝杀慕尼黑,2019-06-13 上映,9181,32.01108,9
全职高手之巅峰荣耀,2019-08-16 上映,8562,35.35017,9
霹雳娇娃,2019-11-15 上映,7594,32.817894,6
巨鳄风暴,2019-09-12 上映,7447,30.908207,7
蜘蛛侠：平行宇宙,2018-12-21 上映,7326,36.212547,8
被光抓走的人,2019-12-13 上映,7091,36.198647,5
祈祷落幕时,2019-04-12 上映,6764,32.343037,6
风中有朵雨做的云,2019-04-04 上映,6498,35.95215,7
猪八戒传说,2019-07-19 上映,6396,49.857494,32
人间·喜剧,2019-03-29 上映,6321,35.384445,5
碟仙,2019-06-21 上映,5548,29.364025,8
古田军号,2019-08-01 上映,5500,38.540005,4
友情以上,2019-09-20 上映,5220,30.623358,6
妈阁是座城,2019-06-14 上映,5196,34.05588,6
掠食城市,2019-01-18 上映,5053,36.035652,6
特警队,2019-12-27 上映,5037,35.582066,6
五月天人生无限公司,2019-05-24 上映,5021,38.383476,5
吹哨人,2019-12-06 上映,5014,36.260143,6
神奇乐园历险记,2019-04-19 上映,4771,32.96459,7
你是凶手,2019-11-22 上映,4750,34.71224,5
地久天长,2019-03-22 上映,4523,36.824226,7
狂暴凶狮,2019-03-22 上映,4461,29.713055,6
钢铁飞龙之奥特曼崛起,2019-01-18 上映,4442,35.608116,6
铤而走险,2019-08-30 上映,4428,35.5934,4
亲爱的新年好,2019-12-31 上映,4182,35.882694,17
一生有你2019,2019-11-29 上映,4178,31.452587,5
为爱重生,2019-07-25 上映,4078,37.663418,58
跳舞吧！大象,2019-07-26 上映,3915,34.780624,5
我的英雄学院：两位英雄,2019-03-15 上映,3877,31.487633,6
一条狗的回家路,2019-01-18 上映,3645,30.876606,6
徒手攀岩,2019-09-06 上映,3641,36.08734,5
猪猪侠·不可思议的世界,2019-07-05 上映,3611,32.28861,6
无所不能,2019-06-05 上映,3543,31.527103,8
红星照耀中国,2019-08-08 上映,3416,35.08576,4
海林都,2019-11-21 上映,3395,44.711285,61
心灵的阳光,2010-11-01 上映,3312,32.61364,61
家和万事惊,2019-01-18 上映,3270,39.993694,7
命运之夜——天之杯：恶兆之花,2019-01-11 上映,3168,32.11534,5
龙珠超：布罗利,2019-05-24 上映,3165,31.54433,3
秦明·生死语者,2019-06-14 上映,2992,30.619843,5
命运之夜——天之杯II ：迷失之蝶,2019-07-12 上映,2970,32.119705,7
送我上青云,2019-08-16 上映,2954,35.218987,7
云南虫谷,2018-12-29 上映,2868,35.872025,5
赛尔号大电影7：疯狂机器城,2019-08-02 上映,2862,34.0205,9
周恩来回延安,2019-05-15 上映,2830,30.209543,11
雪暴,2019-04-30 上映,2820,35.012177,5
我和神马查干,2012-12-05 上映,2625,28.487276,34
照相师,2018-12-12 上映,2600,37.345333,41
大路朝天,2018-12-22 上映,2563,38.960197,63
解放·终局营救,2019-12-27 上映,2551,47.75653,5
长安道,2019-11-15 上映,2496,37.902195,5
小巷管家,2019-10-29 上映,2458,39.382042,63
我的拳王男友,2019-11-08 上映,2451,55.157696,5
深夜食堂,2019-08-30 上映,2419,33.235764,3
潜艇总动员：外星宝贝计划,2019-06-01 上映,2398,32.835663,6
触不可及,2019-11-22 上映,2393,31.669815,4
我想吃掉你的胰脏,2019-01-18 上映,2390,30.034538,5
巧虎大飞船历险记,2019-06-01 上映,2384,37.226997,9
如影随心,2019-04-19 上映,2368,35.619003,2
冰雪女王4：魔镜世界,2019-08-02 上映,2356,31.576305,7
星际探索,2019-12-05 上映,2285,33.206535,4
素人特工,2019-07-12 上映,2248,34.71884,4
打过长江去,2019-10-16 上映,2193,39.349026,31
唐顿庄园,2019-12-13 上映,2157,35.650192,7
保持沉默,2019-08-23 上映,2155,34.19322,5
宝莱坞机器人2.0：重生归来,2019-09-06 上映,2140,31.835608,3
印度暴徒,2018-12-28 上映,2130,30.941454,7
海蒂和爷爷,2019-05-16 上映,2093,31.773626,5
八子,2019-06-21 上映,2076,31.187859,4
早安公主,2019-12-13 上映,2027,53.856773,35
龙牌之谜,2019-08-16 上映,2024,34.281075,6
回到过去拥抱你,2019-07-26 上映,1973,34.955692,4
托马斯大电影之世界探险记,2019-05-31 上映,1959,32.622383,7
最佳男友进化论,2019-04-12 上映,1953,34.21069,3
悟空奇遇记,2019-05-01 上映,1904,29.859009,7
九龙不败,2019-07-02 上映,1878,32.558254,3
狗眼看人心,2019-04-20 上映,1861,33.31636,4
乐高大电影2,2019-03-22 上映,1844,33.705853,5
闪闪的红星,2007-10-01 上映,1805,37.961132,85
看不见的小孩,2019-07-19 上映,1802,29.197935,6
双生,2019-05-18 上映,1766,32.260105,2
朝花夕誓-于离别之朝束起约定之花,2019-02-22 上映,1725,31.212868,6
奎迪：英雄再起,2019-01-04 上映,1688,31.33862,4
未来机器城,2019-07-19 上映,1687,32.579185,4
转型团伙,2019-04-19 上映,1676,29.75507,3
昆虫总动员2-来自远方的后援军,2019-08-23 上映,1645,33.611073,6
地球最后的夜晚,2018-12-31 上映,1639,37.28348,4
叶问外传：张天志,2018-12-21 上映,1609,35.015526,6
古镇画情,2009-12-05 上映,1561,32.033997,32
女王的柯基,2019-08-30 上映,1537,32.847054,5
我的青春都是你,2019-06-21 上映,1489,31.349314,3
进京城,2019-05-10 上映,1468,36.996166,7
龙猫,2018-12-14 上映,1415,32.149296,8
毕业那年：分手季,2014-10-17 上映,1409,33.92147,64
游戏人生 零,2019-07-19 上映,1395,30.655548,6
若能与你共乘海浪之上,2019-12-07 上映,1394,29.224146,4
黄玫瑰,2019-05-25 上映,1375,40.276154,84
那时风华,2019-12-10 上映,1355,38.386784,5
检察方的罪人,2019-09-06 上映,1338,34.509476,5
我在耀瓷小镇等你,2019-10-18 上映,1311,101.798584,77
冰峰暴,2019-11-29 上映,1273,36.374886,2
太阳升起的时刻,2019-10-25 上映,1238,37.456593,8
今夜在浪漫剧场,2019-02-14 上映,1232,34.89472,7
德鲁大叔,2019-01-11 上映,1210,29.799347,5
天使陷落,2019-12-31 上映,1188,31.945955,11
桂香街,2019-07-22 上映,1165,33.787758,60
宠物联盟,2019-11-08 上映,1127,30.917372,5
青蛙王子历险记,2019-04-05 上映,1120,36.266953,5
小羊肖恩2：末日农场,2019-12-28 上映,1101,29.79785,6
大梦难忘,2019-11-26 上映,1100,56.75499,20
侠路相逢,2019-10-18 上映,1098,47.33993,13
骡子,2019-08-26 上映,1080,36.485416,6
四个春天,2019-01-04 上映,1055,36.923725,6
撞死了一只羊,2019-04-26 上映,1039,38.23627,7
过春天,2019-03-15 上映,995,34.72158,4
死寂逃亡,2019-08-30 上映,990,29.946074,4
黄大年,2018-12-12 上映,951,41.53775,24
平原上的夏洛克,2019-11-29 上映,944,37.63598,3
天渠,2018-11-30 上映,943,39.905033,73
天作谜案,2019-10-25 上映,927,30.80366,3
捉妖学院,2019-04-30 上映,920,89.17615,47
乡村青年,2018-12-13 上映,913,107.79752,54
在乎你,2019-04-12 上映,889,42.769352,2
机动战士高达NT,2019-07-12 上映,871,32.263077,4
毕业那年,2012-09-21 上映,870,30.452324,39
特别追踪,2018-09-19 上映,866,48.43564,40
萌宠特工队,2019-11-15 上映,851,28.368477,6
燃点,2019-01-11 上映,843,37.568672,12
隧道尽头,2019-07-25 上映,815,33.430267,6
最长1枪,2019-09-06 上映,810,33.760403,4
战斗民族养成记,2019-01-24 上映,806,33.661243,3
大侦探霍桑,2019-01-25 上映,800,29.697083,2
森林奇缘,2019-01-18 上映,798,29.746813,5
为国而歌,2019-10-18 上映,794,29.527998,3
武陵山上的星光,2019-05-18 上映,781,56.823757,37
虫林大作战,2019-04-13 上映,774,28.3506,5
港珠澳大桥,2019-05-01 上映,755,32.168056,7
欲念游戏,2019-04-12 上映,747,31.577278,2
中国合伙人2,2018-12-18 上映,741,45.964634,31
盛世秧歌,2007-11-19 上映,734,51.504593,38
童童的风铃密室,2019-08-09 上映,703,33.074875,6
夜伴歌声,2019-03-22 上映,694,49.94461,5
龟兔大作战,2018-12-30 上映,679,69.14382,10
达道里,2019-09-27 上映,674,92.8724,65
变化中的中国·生活因你而火热,2019-11-22 上映,664,65.829865,2
养家之人,2019-01-11 上映,638,32.105766,3
阿里巴巴三根金发,2018-12-30 上映,633,42.90073,6
逗爱熊仁镇,2019-09-07 上映,633,32.04984,2
精灵怪物：疯狂之旅,2019-03-29 上映,627,31.827427,3
断片之险途夺宝,2018-12-29 上映,615,33.295082,3
一生只为一事来,2019-09-09 上映,599,26.73725,9
昆仑兄弟,2019-04-26 上映,557,29.816286,23
十二生肖之福星高照朱小八,2019-09-13 上映,556,29.884083,5
大人物,2011-03-11 上映,553,34.763577,7
冷血追击,2019-09-06 上映,537,31.407833,3
古井凶灵,2019-02-22 上映,536,27.743542,5
22年后的自白,2019-01-11 上映,535,32.339462,4
原来如此,2019-04-12 上映,526,37.7043,9
疯狂梦幻城,2019-09-21 上映,522,50.65205,15
废柴老爸,2019-06-15 上映,521,29.081854,5
功夫四侠：勇闯地宫,2019-04-05 上映,519,34.487766,11
国礼,2019-09-20 上映,515,48.56258,41
零零后,2019-09-03 上映,511,30.856722,13
罗马,2019-05-10 上映,510,37.330032,4
江南,2019-09-27 上映,507,37.519653,10
闯堂兔3囧囧时光机,2019-01-18 上映,501,29.850224,3
音乐家,2019-05-17 上映,498,29.588596,5
三傻闹地球,2019-10-26 上映,488,30.757048,4
美食大冒险之英雄烩,2018-08-17 上映,480,39.37262,7
追凶十九年,2019-11-22 上映,475,34.14505,2
动物出击,2019-04-30 上映,467,35.128773,4
水族魂1944,2018-12-21 上映,455,40.00459,100
萤火奇兵2：小虫不好惹,2019-11-02 上映,454,28.27829,5
远去的牧歌,2018-09-11 上映,450,44.996872,28
急速逃脱,2019-10-12 上映,446,30.28919,2
狭路相逢,2014-06-05 上映,422,59.840984,41
罗宾汉：起源,2019-12-27 上映,417,34.45593,2
坂本龙一：终曲,2019-12-16 上映,413,37.408123,6
阳台上,2019-03-15 上映,399,32.257267,2
浴血广昌,2018-08-01 上映,395,56.1505,83
道具师,2019-10-31 上映,388,28.021196,4
灰猴,2019-07-23 上映,388,31.457577,2
亲密旅行,2019-10-03 上映,385,34.965294,5
花儿与歌声,2019-05-31 上映,377,30.079575,16
尺八·一声一世,2019-05-31 上映,375,36.98766,10
民警攻略,2019-11-13 上映,374,37.424633,26
衣柜里的冒险王,2019-11-29 上映,373,31.167286,2
丑娃娃,2019-10-13 上映,365,31.50426,3
境·界,2019-04-19 上映,363,30.988747,1
毕业的我们,2019-08-27 上映,348,30.943726,20
醒来之爱的呼唤,2019-03-08 上映,344,27.960178,13
横财局中局,2019-12-28 上映,337,46.090813,6
守灵,2019-04-04 上映,336,27.399853,4
企鹅公路,2019-05-17 上映,334,31.791872,2
他们已不再变老,2019-11-11 上映,334,38.38692,3
尼斯大冒险,2019-12-28 上映,325,28.127626,5
麦子的盖头,2019-11-15 上映,318,27.935108,15
骑遇,2019-09-06 上映,316,66.86724,73
极度危机,2019-08-09 上映,315,31.335955,11
春天的马拉松,2018-12-14 上映,315,35.60616,17
魔镜奇缘3,2019-12-14 上映,313,32.764046,5
面向群众,2018-08-03 上映,301,48.955044,121
太空狗之月球大冒险,2019-12-14 上映,286,29.459343,4
好小子，好功夫,2019-05-31 上映,280,38.71004,5
