电影名称,上映时间,票房（万元）,平均票价,观影人数
许愿神龙,2021-01-15 上映,16821,35.02914,5
人之怒,2021-05-10 上映,16633,33.96804,7
雄狮少年,2021-12-17 上映,16494,38.683407,5
燃野少年的天空,2021-07-17 上映,16102,36.464203,6
黑白魔女库伊拉,2021-06-06 上映,15473,36.493008,7
关于我妈的一切,2021-09-19 上映,15008,33.674026,5
了不起的老爸,2021-06-18 上映,14873,36.23467,5
反贪风暴5：最终章,2021-12-31 上映,14757,40.853455,30
超越,2021-06-12 上映,14283,34.716656,5
铁道英雄,2021-11-19 上映,14238,37.807835,4
守岛人,2021-06-18 上映,13798,39.358635,6
革命者,2021-07-01 上映,13691,36.685936,5
你好世界,2021-06-11 上映,13651,31.371655,5
寻龙传说,2021-03-05 上映,12754,37.47397,5
明日之战,2021-09-03 上映,12390,33.99648,4
爱情神话,2021-12-24 上映,12119,39.09714,6
西游记之再世妖王,2021-04-03 上映,11454,33.218483,6
梅艳芳,2021-11-12 上映,11334,33.51103,5
缉魂,2021-01-15 上映,11110,36.217426,5
猫和老鼠,2021-02-26 上映,10474,34.43224,7
阳光姐妹淘,2021-06-11 上映,9497,36.0819,5
新大头儿子和小头爸爸4完美爸爸,2021-07-09 上映,9328,35.96079,5
陪你很久很久,2021-09-09 上映,9257,31.693558,5
夏日友晴天,2021-08-20 上映,8875,36.06002,4
贝肯熊2：金牌特工,2021-07-23 上映,8148,34.683857,5
猪猪侠大电影·恐龙日记,2021-05-01 上映,7932,31.416996,9
以年为单位的恋爱,2021-12-31 上映,7837,39.49626,33
第十一回,2021-04-02 上映,7397,38.405743,4
跨过鸭绿江,2021-12-17 上映,7285,35.88589,10
俑之城,2021-07-09 上映,6993,35.54467,5
八月未央,2021-04-16 上映,6795,32.03376,4
不速来客,2021-10-22 上映,6733,37.346455,5
入殓师,2021-10-29 上映,6623,32.48417,5
情书,1999-03-01 上映,6519,33.896534,7
第一炉香,2021-10-22 上映,6422,37.965157,5
热带往事,2021-06-12 上映,6410,38.322292,4
五个扑水的少年,2021-10-01 上映,6269,37.33105,6
我的青春有个你,2021-09-19 上映,6221,36.11979,3
指环王：护戒使者,2002-04-04 上映,6080,38.069305,5
皮皮鲁与鲁西西之罐头小人,2021-09-30 上映,5784,38.194775,7
大耳朵图图之霸王龙在行动,2021-10-01 上映,5405,34.25689,8
平安中国之守护者,2021-03-19 上映,5383,49.990917,66
海底小纵队：火焰之环,2021-01-08 上映,5314,32.56698,6
宝可梦：皮卡丘和可可的冒险,2021-09-10 上映,5146,32.934086,3
没有过不去的年,2021-01-15 上映,5079,39.509056,11
指环王：双塔奇兵,2003-04-25 上映,5055,38.766224,5
我没谈完的那场恋爱,2021-06-25 上映,5010,33.41374,3
紧急救援,2020-12-18 上映,4661,37.026104,5
丛林奇航,2021-11-12 上映,4489,37.919193,4
三湾改编,2021-07-19 上映,4395,32.2778,48
阳光劫匪,2021-05-01 上映,4374,36.886196,7
济公之降龙降世,2021-07-16 上映,4064,34.79216,4
拯救甜甜圈：时空大营救,2021-10-03 上映,3838,37.438282,7
波斯语课,2021-03-19 上映,3632,37.34677,4
不老奇事,2021-11-05 上映,3611,34.237503,4
曾经相爱的我们,2021-12-10 上映,3603,34.027603,3
老鹰抓小鸡,2021-10-01 上映,3479,33.65548,7
指环王：王者无敌,2004-03-15 上映,3375,39.929222,6
感动她77次,2021-05-14 上映,3225,33.20225,3
困在时间里的父亲,2021-06-18 上映,3163,39.8528,7
一百零八,2021-05-15 上映,3129,46.383713,7
我的父亲焦裕禄,2021-08-06 上映,3078,44.004967,11
明天会好的,2021-04-02 上映,3056,36.899353,4
二哥来了怎么办,2021-07-16 上映,3051,33.53108,2
你的世界如果没有我,2021-12-03 上映,3035,35.24833,3
21座桥,2021-03-19 上映,2864,34.816925,3
测谎人,2021-08-13 上映,2789,35.12242,4
天书奇谭4K纪念版,2021-11-05 上映,2772,36.743946,4
兔子暴力,2021-08-14 上映,2666,34.156834,3
大城大楼,2021-07-23 上映,2586,44.151688,32
潜艇总动员：地心游记,2021-06-12 上映,2520,32.56287,6
日常幻想指南,2021-09-19 上映,2486,33.104042,3
武汉日夜,2021-01-22 上映,2430,31.844261,3
歌声的翅膀,2021-03-28 上映,2268,44.869152,34
迷你特工队之拯救恐龙王,2021-11-27 上映,2257,30.351992,5
白蛇传·情,2021-05-20 上映,2244,38.662254,5
崖上的波妞,2020-12-31 上映,2186,31.562075,5
兰心大剧院,2021-10-15 上映,2171,38.464195,3
赤焰,2020-09-25 上映,2058,36.830738,22
再见，少年,2021-08-27 上映,2025,35.951916,2
普罗米亚,2021-06-05 上映,2014,35.46564,4
日不落酒店,2021-03-19 上映,2008,33.68388,2
天堂电影院,2021-06-11 上映,2000,37.862797,4
银行家,2021-11-26 上映,1940,36.880642,3
图兰朵：魔咒缘起,2021-10-15 上映,1890,37.111435,2
妈妈的神奇小子,2021-09-04 上映,1777,36.19939,2
开始而已,2021-08-01 上映,1765,39.353542,71
匹诺曹,2021-06-01 上映,1678,31.900307,5
守望青春,2021-09-17 上映,1675,31.712051,18
我为你喝彩,2021-02-14 上映,1558,38.208466,53
真·三国无双,2021-05-01 上映,1558,37.67059,5
爱遍全球,2021-01-22 上映,1554,37.86569,78
疯狂原始人2,2020-11-27 上映,1523,33.256577,6
越界,2021-10-29 上映,1509,31.63,4
乌海,2021-10-29 上映,1500,37.161144,3
流浪猫鲍勃2：鲍勃的礼物,2021-08-06 上映,1480,33.600983,2
最后一间房,2021-08-27 上映,1461,31.695456,3
有一点动心,2021-06-03 上映,1447,37.100975,2
童年周恩来,2021-06-01 上映,1420,24.755999,15
千顷澄碧的时代,2021-02-26 上映,1407,33.351406,3
山海经之小人国,2021-09-19 上映,1386,30.336039,4
吉祥如意,2021-01-29 上映,1356,37.637897,2
再见汪先森,2021-07-09 上映,1354,40.912403,5
狼行者,2021-07-03 上映,1350,34.53561,3
巧虎魔法岛历险记,2021-07-24 上映,1324,35.540752,3
完美受害人,2021-06-25 上映,1316,30.452913,3
冰雪大作战2,2021-04-30 上映,1208,33.71919,4
野马分鬃,2021-11-26 上映,1174,30.75211,2
小美人鱼的奇幻冒险,2021-04-17 上映,1173,34.046658,5
九零后,2021-05-29 上映,1158,33.19974,8
特种部队：蛇眼起源,2021-11-05 上映,1144,32.881947,2
终极代码,2021-07-16 上映,1135,46.517326,4
红船,2021-07-09 上映,1106,31.036732,10
1950他们正年轻,2021-09-03 上映,1088,32.43448,2
合法伴侣,2021-03-12 上映,1068,36.797855,2
青春作伴好还乡,2021-10-29 上映,1040,40.04217,54
我的爸爸是森林之王2,2021-08-06 上映,1023,32.292206,3
火山地狱,2021-06-11 上映,1004,49.070873,11
大事,2021-03-12 上映,1003,35.79908,68
疯狂丑小鸭2靠谱英雄,2021-06-12 上映,1002,32.79438,6
超级的我,2021-04-09 上映,984,34.62035,1
候鸟,2021-06-11 上映,910,38.87581,3
温泉屋的小老板娘,2021-01-29 上映,894,30.93448,2
奇情快车,2021-11-28 上映,802,37.282154,60
大学,2021-07-09 上映,800,35.279873,7
工作细胞：细胞大作战,2021-04-09 上映,760,33.148983,2
梦境人生,2021-09-10 上映,734,36.76264,3
一直游到海水变蓝,2021-09-19 上映,695,36.80699,4
五尺天涯,2021-03-12 上映,686,32.283207,3
蜜熊的音乐奇旅,2021-11-05 上映,685,31.450031,3
乔西的虎与鱼,2021-08-20 上映,685,31.822287,2
忠犬流浪记,2021-08-20 上映,684,31.635267,2
混沌行走,2021-08-27 上映,665,33.032722,1
永远是少年,2021-05-15 上映,654,43.401443,18
点点星光,2021-01-15 上映,635,29.927172,9
小破孩大状元,2020-12-31 上映,582,37.727337,12
深宅迷案,2021-10-15 上映,576,31.846972,3
探探猫人鱼公主,2021-10-01 上映,564,33.290833,4
第十一届北京国际电影节,1970-01-01 上映,563,76.375404,140
芒咕的动物城,2021-11-19 上映,561,28.842817,3
净地,2021-02-05 上映,538,43.925694,21
深爱,2021-08-13 上映,536,35.17555,2
小花仙奇迹少女,2021-08-21 上映,535,32.32512,3
错爱迷踪,2021-03-05 上映,528,29.535582,3
如梦晋阳,2021-01-14 上映,520,35.498802,31
只要你过得比我好,2021-12-03 上映,509,33.532894,1
叱咤风云,2021-01-15 上映,503,31.168076,2
奇异世界历险记,2021-04-03 上映,502,33.685627,3
苍穹,1970-01-01 上映,501,40,129
又见奈良,2021-03-19 上映,500,34.979694,2
神奇女侠1984,2020-12-18 上映,500,43.12879,4
剩女小爱,2020-12-25 上映,489,44.97679,27
猪迪克之蓝海奇缘,2021-11-06 上映,488,29.098013,3
山路十八湾,2021-01-18 上映,485,51.117188,47
笨鸟大冒险,2021-12-04 上映,480,28.692108,3
奋斗吧中华儿女,2021-06-07 上映,475,40.449757,3
圣山村谜局,2021-04-01 上映,474,32.11377,3
邓小平小道,2022-04-22 上映,473,35.28282,33
不期而遇的夏天,2021-09-03 上映,453,36.14245,1
无罪谋杀：科林尼案,2021-05-14 上映,441,35.619846,2
进城记,2021-04-02 上映,418,29.190477,32
反击者,2021-07-27 上映,415,36.259403,20
金刚川,2020-10-23 上映,411,20.469961,2
不死鸟之恋,2021-09-24 上映,405,45.680313,3
寻汉计,2021-05-01 上映,404,36.686367,3
月照秋河,2021-04-21 上映,403,52.552162,27
记忆切割,2021-04-23 上映,393,29.42002,1
六人-泰坦尼克上的中国幸存者,2021-04-16 上映,381,35.55384,2
我是监护人,2021-10-29 上映,377,42.186478,3
三只小猪3正义大联萌,2021-06-26 上映,376,31.083584,2
疯狂海盗团,2021-05-29 上映,360,31.642403,4
柳青,2021-05-21 上映,358,32.759293,7
丑小鸭的天鹅湖,2021-02-05 上映,351,34.871887,21
疯狂艺术村,2021-04-29 上映,351,35.702793,25
歌带你回家,2021-01-11 上映,332,27.9653,10
演员,2021-10-30 上映,331,36.895226,9
始发站,2021-01-22 上映,331,51.592957,33
蜂鸟计划,2021-01-29 上映,331,34.043907,1
信者,2021-11-05 上映,328,30.938278,27
猎杀T34,2020-12-11 上映,327,35.388397,5
疲城,2020-12-29 上映,310,40.560272,26
何以飞翔,2021-09-10 上映,310,37.45843,6
永不消逝的电波（⿊⽩转彩⾊修复故事⽚）,1958-02-01 上映,304,20.923922,2
长安伏妖,2021-01-08 上映,304,32.439865,2
青春之骏,2021-04-20 上映,304,30.857811,15
青春再见青春,2021-09-13 上映,303,43.72909,10
大地颂歌,2021-03-26 上映,302,41.360638,24
魔法鼠乐园,2021-01-23 上映,302,30.520338,2
老爷保号,2021-01-15 上映,300,32.370453,6
王良军长,2021-09-24 上映,293,26.917362,12
哦！文姬,2021-12-03 上映,291,33.872402,2
无尽攀登,2021-12-03 上映,290,39.185406,3
最可爱的人,2020-10-23 上映,289,29.631691,3
星溪的三次奇遇,2020-11-27 上映,288,33.56648,30
秀美人生,2020-09-06 上映,287,32.15244,24
极南之地,2021-04-03 上映,286,33.15905,18
团圆饭之小小少年,2021-10-25 上映,279,30.571243,29
夜守,2021-03-12 上映,276,30.410826,2
我们是第一书记,2021-12-03 上映,271,35.012047,2
我的嘟卡弟弟,2021-06-01 上映,267,35.4077,12
萌鸡小队：萌闯新世界,2022-01-08 上映,264,33.775616,9
梦境俏佳人,2021-06-04 上映,263,40.47586,17
哆啦A梦：大雄的新恐龙,2020-12-11 上映,261,29.885702,5
爱情拯救联盟,2021-08-23 上映,242,34.21313,15
蓝色的卡布奇诺,2021-01-22 上映,242,32.355236,17
迷妹罗曼史,2021-05-28 上映,240,36.617817,1
攀登者,2019-09-30 上映,231,23.220297,3
深潜日,2021-08-06 上映,231,31.340994,2
迷雾追凶,2021-04-09 上映,226,35.450275,2
摇滚藏獒：蓝色光芒,2021-12-11 上映,224,31.957817,1
沐浴之王,2020-12-11 上映,217,32.92901,4
你的情歌,2021-08-20 上映,214,33.668182,1
非正式爱情,2021-03-26 上映,212,32.59858,1
朝华,2021-10-20 上映,211,35.047188,15
幸福路上,2021-05-20 上映,207,29.695984,11
笙声,2021-08-03 上映,204,28.681587,91
半条棉被,2020-09-04 上映,203,34.712048,32
七月的舞步,2021-11-26 上映,196,33.26975,2
白马王子,2021-08-27 上映,193,31.840843,1
魔法学院,2021-05-15 上映,192,31.549894,4
穿越硝烟的歌声,2015-08-20 上映,189,30.717648,54
天牢地网,2021-10-15 上映,186,31.572657,5
岁月在这儿,2021-05-28 上映,185,35.762676,1
铁血阳泉,2019-12-19 上映,184,49.325294,111
鼠辈之名,2021-08-20 上映,183,40.914543,16
远方的风,2021-06-11 上映,163,30.850742,12
百团大战,2015-08-28 上映,162,19.764044,1
小秦归乡记,2021-04-02 上映,160,32.542095,8
99万次拥抱,2021-05-28 上映,157,31.730833,43
港珠澳大桥,2019-05-01 上映,155,38.194702,47
移情高手,2021-01-29 上映,153,32.021473,1
高卢英雄：魔法的秘密,2021-09-11 上映,152,34.005894,1
极盗行动,2021-10-22 上映,150,32.61312,2
秘不可言,2021-12-10 上映,148,31.85343,1
龙虎劫之激战归来,2021-05-27 上映,148,28.629162,82
小伟,2021-01-22 上映,145,37.931763,3
布德之路,2021-09-10 上映,144,38.749485,2
疯狂的拳头,2021-03-30 上映,142,31.199642,15
封口者,2020-12-23 上映,139,27.221724,3
指挥家,2021-01-22 上映,137,36.820118,1
第四面墙,2021-12-10 上映,134,49.66767,3
魔法精灵,2022-01-01 上映,133,29.32597,4
玄夜狐影,2021-06-11 上映,131,31.676773,2
危险记忆,2021-08-06 上映,128,29.025587,2
血战湘江,2017-06-30 上映,119,18.676744,6
洞庭情缘,2021-06-25 上映,118,36.077686,19
只是一次偶然的旅行,2021-06-18 上映,118,38.919804,1
天堂玩家,2021-09-24 上映,117,45.36719,16
遇见喵星人,2021-06-26 上映,117,30.738733,1
天下无拐,2021-07-16 上映,115,32.92741,1
恐龙飞车,2021-05-15 上映,114,29.54788,2
